'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for NARRANDERA AIRPORT New South Wales for April 2025,,,,,,,,,,
Issued at 22:31 GMT on Thursday 01 May 2025,,,,,,,,,,
© Copyright Commonwealth of Australia 2025 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
NARRANDERA AIRPORT,01/04/2025,4.2,0.0, ,27.2,12.2,78,24,2.45,18.07
NARRANDERA AIRPORT,02/04/2025,4.7,0.0, ,27.4,15.3,61,22,2.96,17.34
NARRANDERA AIRPORT,03/04/2025,4.6,0.0, ,28.4,9.3,71,22,2.77,18.14
NARRANDERA AIRPORT,04/04/2025,4.1,0.0, ,24.5,9.0,84,26,3.08,17.51
NARRANDERA AIRPORT,05/04/2025,3.9,0.0, ,22.2,7.6,76,27,3.35,17.76
NARRANDERA AIRPORT,06/04/2025,2.9,0.0, ,22.8,3.4,76,31,1.99,12.40
NARRANDERA AIRPORT,07/04/2025,3.3,0.0, ,22.1,7.0,77,34,2.58,16.85
NARRANDERA AIRPORT,08/04/2025,2.4,0.0, ,24.0,4.3,88,29,0.72,17.28
NARRANDERA AIRPORT,09/04/2025,3.2,0.0, ,27.2,5.5,82,21,1.44,17.02
NARRANDERA AIRPORT,10/04/2025,2.8,0.0, ,29.4,12.9,63,18,1.02,13.82
NARRANDERA AIRPORT,11/04/2025,4.1,0.0, ,31.5,9.8,65,17,1.93,16.75
NARRANDERA AIRPORT,12/04/2025,5.1,0.0, ,31.4,14.5,54,21,3.04,16.50
NARRANDERA AIRPORT,13/04/2025,4.2,0.0, ,31.1,16.0,60,22,2.23,16.12
NARRANDERA AIRPORT,14/04/2025,3.3,0.0, ,31.8,11.0,67,19,1.31,15.77
NARRANDERA AIRPORT,15/04/2025,5.5,0.0, ,29.2,15.3,64,29,4.83,15.94
NARRANDERA AIRPORT,16/04/2025,4.1,0.0, ,27.4,11.1,69,27,2.85,15.78
NARRANDERA AIRPORT,17/04/2025,3.1,0.0, ,28.3,9.9,72,27,1.54,15.73
NARRANDERA AIRPORT,18/04/2025,3.0,0.0, ,30.5,9.8,72,20,1.21,15.56
NARRANDERA AIRPORT,19/04/2025,5.0,0.0, ,30.6,13.4,49,16,3.16,14.64
NARRANDERA AIRPORT,20/04/2025,5.4,0.0, ,29.1,18.1,50,24,4.39,11.32
NARRANDERA AIRPORT,21/04/2025,2.4,0.0, ,18.6,12.7,77,45,2.81,8.31
NARRANDERA AIRPORT,22/04/2025,4.5,0.0, ,27.0,11.5,80,33,4.67,14.96
NARRANDERA AIRPORT,23/04/2025,5.1,0.0, ,28.6,14.1,75,33,5.36,14.53
NARRANDERA AIRPORT,24/04/2025,4.5,0.0, ,28.2,15.2,76,29,4.05,14.01
NARRANDERA AIRPORT,25/04/2025,4.2,0.0, ,28.4,13.9,67,28,3.29,13.67
NARRANDERA AIRPORT,26/04/2025,2.8,0.0, ,26.7,16.3,100,39,2.58,10.31
NARRANDERA AIRPORT,27/04/2025,2.4,6.6, ,26.1,14.8,100,44,1.80,11.94
NARRANDERA AIRPORT,28/04/2025,2.5,0.0, ,24.0,10.6,100,47,2.21,13.85
NARRANDERA AIRPORT,29/04/2025,2.2,0.0, ,22.2,9.1,97,46,1.87,13.84
NARRANDERA AIRPORT,30/04/2025,2.1,0.0, ,21.8,8.9,96,39,1.96,9.35
Totals:,,111.6,6.6, ,,,,,, 
