'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for RICHMOND RAAF New South Wales for April 2025,,,,,,,,,,
Issued at 22:31 GMT on Thursday 01 May 2025,,,,,,,,,,
© Copyright Commonwealth of Australia 2025 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
RICHMOND RAAF,01/04/2025, ,0.2, , ,17.1,87,55,3.65,12.15
RICHMOND RAAF,02/04/2025,2.9, , ,24.9,13.6,99,38,1.03,17.63
RICHMOND RAAF,03/04/2025,3.4,0.0, ,27.5,10.0,99,30,1.42,18.76
RICHMOND RAAF,04/04/2025,3.5,0.0, ,27.6,11.3,99,41,1.98,18.49
RICHMOND RAAF,05/04/2025, ,0.0, , ,10.6,99,25,2.47,18.42
RICHMOND RAAF,06/04/2025,4.4, , ,28.7,11.9,99,14,2.61,17.50
RICHMOND RAAF,07/04/2025,4.1,0.0, ,28.3,10.4,84,23,2.31,18.06
RICHMOND RAAF,08/04/2025,2.6,0.0, ,24.1,15.8,99,57,1.88,13.83
RICHMOND RAAF,09/04/2025,2.9,0.0, ,26.3,14.3,99,50,1.44,16.11
RICHMOND RAAF,10/04/2025,2.1,0.0, ,25.5,11.9,100,61,0.48,12.85
RICHMOND RAAF,11/04/2025,3.2,0.0, ,30.2,12.2,100,32,1.32,16.81
RICHMOND RAAF,12/04/2025,2.8,0.0, ,28.0,15.6,99,53,1.77,13.27
RICHMOND RAAF,13/04/2025,2.6,0.0, ,27.1,14.2,100,53,0.91,15.85
RICHMOND RAAF,14/04/2025,3.5,0.2, ,29.4,12.8,100,39,2.27,15.91
RICHMOND RAAF,15/04/2025, ,1.4, , ,15.6,100,39,3.12,11.85
RICHMOND RAAF,16/04/2025, , , , , ,100,100,0.00,11.59
RICHMOND RAAF,17/04/2025, , , , , ,100,39,1.32,13.85
RICHMOND RAAF,18/04/2025, , , ,26.0, ,100,37,0.03,16.26
RICHMOND RAAF,19/04/2025,1.8,0.0, ,30.3,9.3,100,31,0.00,14.80
RICHMOND RAAF,20/04/2025,1.8,0.0, ,31.3,8.1,99,28,0.00,15.88
RICHMOND RAAF,21/04/2025,1.9,0.0, ,27.7,13.2,99,26,0.16,14.33
RICHMOND RAAF,22/04/2025,1.3,0.0, ,24.8,9.3,99,64,0.00,8.30
RICHMOND RAAF,23/04/2025,2.1,28.2, ,25.4,16.8,100,69,1.23,12.22
RICHMOND RAAF,24/04/2025,2.0,0.8, ,25.3,13.2,100,65,1.15,11.96
RICHMOND RAAF,25/04/2025,1.8,0.4, ,24.3,14.0,100,72,0.94,11.01
RICHMOND RAAF,26/04/2025,1.6,0.4, ,24.3,14.8,100,76,0.76,9.47
RICHMOND RAAF,27/04/2025,1.1,26.4, ,21.3,16.1,100,85,3.52,4.44
RICHMOND RAAF,28/04/2025,1.9,7.8, ,23.6,17.6,99,67,3.24,7.73
RICHMOND RAAF,29/04/2025,2.0,0.0, ,25.0,11.4,100,59,1.39,12.24
RICHMOND RAAF,30/04/2025,1.7,16.4, ,19.0,14.9,100,67,4.08,6.96
Totals:,,59,82.2, ,,,,,, 
