'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BADGERYS CREEK New South Wales for June 2025,,,,,,,,,,
Issued at 22:31 GMT on Tuesday 01 July 2025,,,,,,,,,,
© Copyright Commonwealth of Australia 2025 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BADGERYS CREEK,01/06/2025,1.3,0.0, ,19.9,4.7,100,56,1.25,11.35
BADGERYS CREEK,02/06/2025,0.9,0.0, ,16.7,5.6,100,73,0.90,8.64
BADGERYS CREEK,03/06/2025,1.5,0.0, ,19.9,6.7,100,38,1.54,10.65
BADGERYS CREEK,04/06/2025,1.9,0.6, ,15.6,7.1,94,48,4.38,8.00
BADGERYS CREEK,05/06/2025,1.9,0.0, ,16.8,6.1,95,43,3.47,11.20
BADGERYS CREEK,06/06/2025,0.8,0.0, ,15.3,0.3,99,56,0.68,7.93
BADGERYS CREEK,07/06/2025,2.7,0.0, ,19.4,4.6,99,35,4.54,10.46
BADGERYS CREEK,08/06/2025,2.8,0.0, ,16.2,7.3,70,36,5.22,11.04
BADGERYS CREEK,09/06/2025,2.0,0.0, ,15.3,3.0,77,45,3.88,9.10
BADGERYS CREEK,10/06/2025,2.2,0.0, ,17.7,8.4,76,45,3.71,11.04
BADGERYS CREEK,11/06/2025,1.7,0.0, ,16.4,1.8,94,43,2.61,11.00
BADGERYS CREEK,12/06/2025,1.4,0.0, ,16.9,1.0,98,45,1.79,10.71
BADGERYS CREEK,13/06/2025,1.9,0.0, ,16.3,5.7,83,52,3.87,9.16
BADGERYS CREEK,14/06/2025,1.5,0.0, ,18.3,6.4,99,50,2.31,8.65
BADGERYS CREEK,15/06/2025,1.3,0.0, ,19.2,4.3,100,52,1.50,9.75
BADGERYS CREEK,16/06/2025,1.2,0.0, ,17.6,0.9,99,38,1.22,10.94
BADGERYS CREEK,17/06/2025,1.4,0.0, ,19.5,-0.3,99,39,1.42,10.89
BADGERYS CREEK,18/06/2025,1.2,0.0, ,17.4,-0.7,97,34,1.24,10.93
BADGERYS CREEK,19/06/2025,1.1,0.0, ,17.4,-0.1,99,50,1.36,10.62
BADGERYS CREEK,20/06/2025,1.1,0.0, ,18.3,0.3,99,46,1.07,10.93
BADGERYS CREEK,21/06/2025,1.1,0.0, ,18.3,0.2,100,44,1.01,10.92
BADGERYS CREEK,22/06/2025,1.1,0.0, ,18.8,-0.4,100,40,0.95,10.82
BADGERYS CREEK,23/06/2025,1.2,0.0, ,21.2,0.3,100,51,1.04,10.83
BADGERYS CREEK,24/06/2025,2.7,0.0, ,21.5,6.4,100,40,4.62,7.66
BADGERYS CREEK,25/06/2025,3.3,0.2, ,16.2,10.9,73,42,7.92,10.93
BADGERYS CREEK,26/06/2025,2.2,0.2, ,15.2,5.3,82,33,3.75,10.95
BADGERYS CREEK,27/06/2025,1.5,0.0, ,17.0,2.9,91,48,2.29,9.27
BADGERYS CREEK,28/06/2025,1.5,0.0, ,18.8,4.7,97,46,1.90,10.86
BADGERYS CREEK,29/06/2025,1.2,0.0, ,19.6,1.3,100,46,1.06,10.98
BADGERYS CREEK,30/06/2025,1.7,0.0, ,17.7,5.5,98,44,2.58,10.53
Totals:,,49.3,1, ,,,,,, 
