'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for CANBERRA AIRPORT New South Wales for January 2025,,,,,,,,,,
Issued at 22:31 GMT on Saturday 01 February 2025,,,,,,,,,,
© Copyright Commonwealth of Australia 2025 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
CANBERRA AIRPORT,01/01/2025,7.9,0.0, ,32.3,17.3,89,16,4.29,27.79
CANBERRA AIRPORT,02/01/2025,4.0,0.0, ,22.9,16.0,85,52,4.53,14.65
CANBERRA AIRPORT,03/01/2025,6.9,0.0, ,31.0,13.4,92,29,3.45,28.54
CANBERRA AIRPORT,04/01/2025,8.2,0.0, ,34.9,12.3,100,21,4.01,29.66
CANBERRA AIRPORT,05/01/2025,8.7,0.0, ,36.4,14.9,79,18,4.19,27.73
CANBERRA AIRPORT,06/01/2025,6.6,0.0, ,34.4,13.1,99,25,3.19,22.37
CANBERRA AIRPORT,07/01/2025,3.2,5.0, ,21.3,16.4,99,55,4.94,11.74
CANBERRA AIRPORT,08/01/2025,4.9,0.0, ,23.1,6.6,97,42,5.20,22.35
CANBERRA AIRPORT,09/01/2025,5.9,0.0, ,28.2,11.3,86,38,4.05,24.31
CANBERRA AIRPORT,10/01/2025,3.0,0.0, ,24.6,14.1,99,59,3.62,10.80
CANBERRA AIRPORT,11/01/2025,5.2,12.2, ,27.4,15.9,100,47,3.82,23.48
CANBERRA AIRPORT,12/01/2025,6.6,4.2, ,30.3,16.2,100,34,3.84,28.06
CANBERRA AIRPORT,13/01/2025,7.0,17.2, ,32.9,13.2,100,30,3.11,29.47
CANBERRA AIRPORT,14/01/2025,7.4,6.0, ,32.6,17.2,99,35,4.14,30.41
CANBERRA AIRPORT,15/01/2025,7.2,0.2, ,35.9,16.9,100,27,4.17,22.28
CANBERRA AIRPORT,16/01/2025,6.6,17.8, ,24.8,14.5,100,28,6.75,28.60
CANBERRA AIRPORT,17/01/2025,7.7,0.0, ,25.5,9.7,71,28,8.06,30.96
CANBERRA AIRPORT,18/01/2025,5.8,0.0, ,23.3,13.2,82,51,7.80,28.25
CANBERRA AIRPORT,19/01/2025,6.1,0.0, ,25.1,13.9,89,40,4.52,30.11
CANBERRA AIRPORT,20/01/2025,5.9,0.0, ,29.8,8.3,99,32,2.08,29.69
CANBERRA AIRPORT,21/01/2025,6.4,0.0, ,32.8,12.7,99,30,2.96,25.55
CANBERRA AIRPORT,22/01/2025,6.2,0.0, ,32.7,14.1,100,28,3.43,21.53
CANBERRA AIRPORT,23/01/2025,3.1,0.0, ,21.2,12.4,99,55,3.92,12.51
CANBERRA AIRPORT,24/01/2025,5.7,7.6, ,25.2,13.1,100,36,3.01,30.04
CANBERRA AIRPORT,25/01/2025,5.5,0.0, ,29.1,10.7,100,32,2.53,24.73
CANBERRA AIRPORT,26/01/2025,4.8,0.0, ,26.7,12.8,100,52,4.35,21.74
CANBERRA AIRPORT,27/01/2025,7.5,0.0, ,36.3,17.7,97,26,3.82,24.96
CANBERRA AIRPORT,28/01/2025,9.6,0.0, ,37.5,16.1,90,18,5.58,26.64
CANBERRA AIRPORT,29/01/2025,5.8,0.0, ,27.8,14.6,84,32,4.25,21.19
CANBERRA AIRPORT,30/01/2025,4.3,0.0, ,27.0,10.9,99,47,3.68,16.96
CANBERRA AIRPORT,31/01/2025,4.5,0.0, ,26.7,14.5,93,54,3.69,19.95
Totals:,,188.2,70.2, ,,,,,, 
