'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BROKEN HILL AIRPORT New South Wales for December 2024,,,,,,,,,,
Issued at 22:31 GMT on Wednesday 01 January 2025,,,,,,,,,,
© Copyright Commonwealth of Australia 2024 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BROKEN HILL AIRPORT,01/12/2024,9.4,0.0, ,33.3,15.2,79,15,5.41,31.37
BROKEN HILL AIRPORT,02/12/2024,5.0,0.0, ,30.1,20.5,85,27,4.74,7.06
BROKEN HILL AIRPORT,03/12/2024,8.1,8.2, ,33.8,21.0,83,39,5.84,28.34
BROKEN HILL AIRPORT,04/12/2024,8.8,2.0, ,33.3,16.4,67,30,5.32,31.54
BROKEN HILL AIRPORT,05/12/2024,9.5,0.0, ,39.3,22.0,65,19,4.37,26.95
BROKEN HILL AIRPORT,06/12/2024,10.0,0.0, ,39.1,27.6,69,26,6.20,23.79
BROKEN HILL AIRPORT,07/12/2024,10.4,0.0, ,38.7,23.9,79,24,6.31,28.16
BROKEN HILL AIRPORT,08/12/2024,8.5,4.4, ,29.3,14.5,71,16,6.35,26.08
BROKEN HILL AIRPORT,09/12/2024,8.1,0.0, ,32.1,17.3,45,16,3.91,26.23
BROKEN HILL AIRPORT,10/12/2024,8.6,0.0, ,32.5,17.3,48,20,4.20,30.23
BROKEN HILL AIRPORT,11/12/2024,9.0,0.0, ,30.3,15.1,56,14,5.23,31.84
BROKEN HILL AIRPORT,12/12/2024,9.0,0.0, ,33.3,15.4,45,13,4.02,31.87
BROKEN HILL AIRPORT,13/12/2024,9.4,0.0, ,35.2,16.1,52,14,4.12,31.89
BROKEN HILL AIRPORT,14/12/2024,9.5,0.0, ,38.6,20.0,34,9,3.75,26.70
BROKEN HILL AIRPORT,15/12/2024,10.8,0.0, ,41.5,24.1,28,9,3.94,31.38
BROKEN HILL AIRPORT,16/12/2024,14.9,0.0, ,44.4,25.5,43,9,7.43,29.80
BROKEN HILL AIRPORT,17/12/2024,11.9,0.0, ,31.7,19.7,54,14,9.95,31.85
BROKEN HILL AIRPORT,18/12/2024,10.8,0.0, ,30.4,14.8,56,9,8.16,31.91
BROKEN HILL AIRPORT,19/12/2024,10.6,0.0, ,34.2,18.8,28,9,5.17,31.91
BROKEN HILL AIRPORT,20/12/2024,11.0,0.0, ,38.0,18.8,27,9,4.81,31.14
BROKEN HILL AIRPORT,21/12/2024,10.8,0.0, ,33.4,16.0,66,11,7.03,31.86
BROKEN HILL AIRPORT,22/12/2024,10.1,0.0, ,31.3,15.8,55,13,6.58,31.72
BROKEN HILL AIRPORT,23/12/2024,8.7,0.0, ,25.3,11.7,60,17,8.29,31.47
BROKEN HILL AIRPORT,24/12/2024,8.5,0.0, ,29.7,12.1,52,16,4.71,31.90
BROKEN HILL AIRPORT,25/12/2024,10.5,0.0, ,36.6,17.1,34,10,4.69,31.89
BROKEN HILL AIRPORT,26/12/2024,15.0,0.0, ,40.9,21.6,45,6,8.77,28.10
BROKEN HILL AIRPORT,27/12/2024,8.8,0.0, ,26.9,14.8,54,19,6.69,31.77
BROKEN HILL AIRPORT,28/12/2024,8.6,0.0, ,29.4,12.9,49,16,4.85,31.52
BROKEN HILL AIRPORT,29/12/2024,8.2,0.0, ,29.8,15.2,61,14,4.09,31.77
BROKEN HILL AIRPORT,30/12/2024,8.8,0.0, ,33.9,18.1,36,12,3.77,29.12
BROKEN HILL AIRPORT,31/12/2024,10.9,0.0, ,35.3,18.8,42,11,5.62,31.71
Totals:,,302.2,14.6, ,,,,,, 
